id,score
3838,0.09525841
3839,0.2936885
3840,0.11023753
3841,0.09634069
3842,0.06978776
3843,0.09331703
3844,0.08646999
3845,0.13544303
3846,0.27317035
3847,0.31701905
3848,0.0712563
3849,0.083172664
3850,0.06522456
3851,0.32094496
3852,0.104228176
3853,0.09083144
3854,0.106595404
3855,0.09637025
3856,0.09684274
3857,0.086555995
3858,0.3095493
3859,0.10107876
3860,0.07871768
3861,0.2643805
3862,0.27343294
3863,0.10005512
3864,0.090914525
3865,0.09047996
3866,0.0952634
3867,0.119238526
3868,0.09898284
3869,0.08139205
3870,0.088286564
3871,0.28146118
3872,0.10483543
3873,0.32979056
3874,0.20388883
3875,0.29691723
3876,0.102072336
3877,0.24617383
3878,0.08527967
3879,0.084354945
3880,0.10224847
3881,0.14234771
3882,0.07923326
3883,0.087135136
3884,0.15668234
3885,0.1044208
3886,0.08661123
3887,0.059860736
3888,0.10564218
3889,0.09711667
3890,0.30636302
3891,0.10736558
3892,0.28187317
3893,0.101444826
3894,0.094057426
3895,0.11980875
3896,0.07765986
3897,0.09949703
3898,0.35086912
3899,0.058021344
3900,0.14576094
3901,0.10105159
3902,0.16535884
3903,0.074373335
3904,0.28908116
3905,0.018861013
3906,0.28207412
3907,0.11642933
3908,0.08623761
3909,0.08950478
3910,0.09792276
3911,0.077431485
3912,0.07372941
3913,0.08736867
3914,0.07298806
3915,0.08158955
3916,0.06374886
3917,0.08830908
3918,0.31701905
3919,0.104569286
3920,0.077787876
3921,0.10372958
3922,0.08195824
3923,0.061273824
3924,0.25325438
3925,0.12830901
3926,0.110353515
3927,0.09964803
3928,0.1566786
3929,0.08687847
3930,0.0573273
3931,0.08506521
3932,0.09794462
3933,0.07259261
3934,0.09684274
3935,0.08280734
3936,0.09430574
3937,0.14765492
3938,0.08224287
3939,0.09695783
3940,0.08727652
3941,0.11759915
3942,0.2243762
3943,0.09525841
3944,0.09192492
3945,0.07409572
3946,0.088696964
3947,0.09520461
3948,0.09420048
3949,0.069508724
3950,0.095210426
3951,0.10005512
3952,0.075307325
3953,0.11460623
3954,0.13891152
3955,0.13184384
3956,0.081071526
3957,0.30830756
3958,0.08771957
3959,0.07872199
3960,0.09604227
3961,0.089521356
3962,0.09117565
3963,0.056222398
3964,0.09260677
3965,0.0939321
3966,0.28207412
3967,0.20248029
3968,0.09369693
3969,0.09391581
3970,0.10076501
3971,0.091593064
3972,0.09360347
3973,0.30745623
3974,0.14204815
3975,0.080292165
3976,0.30418468
3977,0.09898284
3978,0.11593026
3979,0.11683712
3980,0.07496876
3981,0.1157803
3982,0.2212311
3983,0.10223947
3984,0.31824723
3985,0.09525841
3986,0.3011184
3987,0.11521626
3988,0.10233667
3989,0.3103361
3990,0.07342774
3991,0.060980503
3992,0.08319363
3993,0.7622947
3994,0.1175641
3995,0.209859
3996,0.27343294
3997,0.089438625
3998,0.30636302
3999,0.0661731
4000,0.10534088
4001,0.09794462
4002,0.17756261
4003,0.10673574
4004,0.104569286
4005,0.08227534
4006,0.4136057
4007,0.089521356
4008,0.74482554
4009,0.09159982
4010,0.09634069
4011,0.10005512
4012,0.2970013
4013,0.34629497
4014,0.07324508
4015,0.2544468
4016,0.3239356
4017,0.08462755
4018,0.08453087
4019,0.33016512
4020,0.07531315
4021,0.08687553
4022,0.086079344
4023,0.31623974
4024,0.3220016
4025,0.09966631
4026,0.14234771
4027,0.08727652
4028,0.085464574
4029,0.09621929
4030,0.0573273
4031,0.31824723
4032,0.334385
4033,0.09877384
4034,0.11124162
4035,0.08670737
4036,0.08578009
4037,0.09966631
4038,0.06306948
4039,0.08161852
4040,0.19159316
4041,0.10645639
4042,0.09553535
4043,0.06978776
4044,0.077283725
4045,0.09159982
4046,0.22447275
4047,0.3051036
4048,0.3290809
4049,0.11805848
4050,0.092551135
4051,0.07461119
4052,0.07203708
4053,0.0921167
4054,0.16433787
4055,0.0943023
4056,0.09391581
4057,0.19720954
4058,0.074081995
4059,0.09424069
4060,0.29539323
4061,0.09203754
4062,0.41482455
4063,0.086677626
4064,0.5202725
4065,0.06266391
4066,0.31623974
4067,0.16033377
4068,0.07872199
4069,0.080856666
4070,0.0848122
4071,0.07584649
4072,0.5416599
4073,0.06865343
4074,0.110353515
4075,0.24283668
4076,0.08534354
4077,0.10007205
4078,0.08739271
4079,0.075307325
4080,0.09042953
4081,0.08506521
4082,0.12834173
4083,0.076664545
4084,0.07731676
4085,0.09987543
4086,0.29173452
4087,0.11010858
4088,0.08946159
4089,0.10867874
4090,0.39057878
4091,0.018861013
4092,0.07968926
4093,0.12810735
4094,0.07995857
4095,0.09794462
4096,0.10534073
4097,0.09884673
4098,0.089674905
4099,0.09074703
4100,0.09332267
4101,0.09730576
4102,0.10736558
4103,0.16933677
4104,0.30418468
4105,0.13024424
4106,0.13977027
4107,0.092991084
4108,0.10060591
4109,0.5224259
4110,0.22195095
4111,0.09717496
4112,0.086677626
